40,1716,Is [Amalia Solórzano] getrouwd met een Mexicaanse broer of zus van [Dámaso Cárdenas del Río]?
41,1800,Speelde [Hijos del viento] de hoofdrol in de Mexicaanse werknemer van [Harvard University] en de Spaanse broer of zus van [Cristina Marsillach]?
42,1805,Is [Vitalie Rimbaud] getrouwd met de broer en de ouder van [Arthur Rimbaud]?
43,1814,Zijn [Gabriel Höök] en [Johannes Collin] getrouwd met de broer of zus van [Marie Neruda] en zijn ze getrouwd met [Vitalie Rimbaud]?
44,1815,"Zijn [Magdalen Matthews] en [Maathorneferure] getrouwd met [Thelma Schoonmaker]&#39;s broer, ouder en echtgenoot?"
45,1816,Is [Arturo Ripstein] getrouwd met de broer en zus van [Karel XV van Zweden]?
46,1817,Zijn de echtgenoot en ouder van [Cleopatra]&#39;s broer of zus getrouwd met [Cleopatra VI van Egypte]?
47,1827,Is [Manduul Khan] getrouwd met [Mandukhai Khatun] en getrouwd met de ouder en echtgenoot van [Gabriele Münter]?
48,1829,"Zijn [Henutmire] , [Nefertarillllala] , [Meritamen] en [Isetnofret] getrouwd met de echtgenoot en ouder van [Bintanath]?"
49,1834,Is de Italiaanse echtgenote van [Shelley Winters] getrouwd met [Juliette Mayniel]?
50,1955,"Is de Zweedse echtgenote van [Ingrid von Rosen] getrouwd met [Gun Bergman] , [Käbi Laretei] en [Else Fisher]?"
51,1987,Speelden [Shine a Light] en [The Yes Men Are Revolting] de rol van de echtgenote van [Cleopatra VI van Egypte]?
52,2102,"Speelden [Fun in Acapulco] , [Harum Scarum] en [The Compleat Beatles] de hoofdrol in de ouder van [Lisa Marie Presley]?"
53,2107,Speelde de acteur van [Verka Serduchka]&#39;s ouders [Inna Adolfovna Serdyuk]?
54,2132,Trouwde [Cleopatra V of VI van Egypte] met de ouder en echtgenoot van [Cleopatra VI van Egypte]?
55,2176,Speelde [Homeland] de acteur van de ouder van [Elboron] en de ster van [Sebastian Koch]?
56,2181,Speelde het vervolg van [Battle Royale] een Japanse broer of zus van [Masaru Kitano]?
57,2184,Speelde [Geen label gedefinieerd] de ster van de Spaanse echtgenoot van [Konstantinos II van Griekenland] en de ster van [Felipe González]?
58,2279,Speelde [Evil Under the Sun] een echtgenoot van [Serge Gainsbourg]?
59,2355,"Is [André Previn] getrouwd met [Mia Farrow] en [Dory Previn], getrouwd met de werknemer van [Royal Academy of Music] en getrouwd met [Betty Bennett] en [Heather Sneddon]?"
60,2454,"Zijn [Lu Muzhen] , [Haru Asada] , [Kaoru Otsuki] en [Chen Cuifen] getrouwd met de echtgenote van [Soong Ching-ling]?"
61,2564,Speelde [The Ides of March] de Amerikaanse vrouwelijke werknemer van [Bomis]?
62,2575,Is [Hostus Hostilius] getrouwd met de vrouwelijke echtgenoot van [Otho] en getrouwd met [Hersilia]?
63,2577,"Zijn de echtgenoot en ouder van [Barbara Meinertzhagen] getrouwd met [Maathorneferure] , [Nebettawy] , [Mark Yelizarov] en [Isetnofret]?"
64,2623,"Speelde [The Dictator] een medewerker van [Sidley Austin] , ster [Megan Fox] , en ster [Bobby Lee]?"
65,2627,Is [Alexander Zoubkoff] getrouwd met de echtgenote van [Karel II van Spanje] en getrouwd met een broer of zus van [Augusta van Saksen-Weimar-Eisenach]?
66,2631,"Speelde [The Last Mimzy] de hoofdrol in de ouder van [McAfee, LLC]?"
67,2706,Zijn [Antiochus X Eusebes] en [Antiochus IX Cyzicenus] getrouwd met [Ptolemaeus IX Lathyros]&#39; broer en echtgenoot en getrouwd met [Cleopatra Selene van Egypte en Syrië]?
68,2883,"Zijn [Anchenespepi IV.] , [Ankhesenpepi III] , [Ankhesenpepi IV] en [Paulette Goddard] getrouwd met een echtgenoot en broer of zus van [Monique van de Ven]?"
69,2892,Is de Nederlandse echtgenoot van [Minos] getrouwd met [Edwin Jansen]?
70,2894,"Zijn [Carrie Fisher] , [Edie Brickell] en [Peggy Harper] getrouwd met de werknemer van [Rhena Schweitzer Miller]&#39;s ouders?"
71,2951,Zijn [Antiochus IX Cyzicenus] en [Ptolemaeus IX Lathyros] getrouwd met de vrouwelijke broer of zus van [Ptolemaeus X Alexander I] en zijn ze getrouwd met [Cleopatra IV van Egypte]?
72,2954,"Is [Pierre Samuel du Pont de Nemours] getrouwd met de echtgenote van [Pierre Poivre], getrouwd met [Françoise Robin] en getrouwd met [Nicole-Charlotte Marie-Louise le Dée de Rencourt]?"
73,2956,Is [Kate Capshaw] getrouwd met [Jackie Chan] en [Everett Terrence McGovern] en getrouwd met [Bill Fleckenstein]?
74,2957,Is [Vipsania Agrippina] getrouwd met [Gaius Asinius Gallus Saloninus] en [Tiberius] en getrouwd met de echtgenote van [Julia de Oudere]?
75,2958,Is [Hethum I] getrouwd met [Graham Heid] en getrouwd met [Bill Fleckenstein] en [Everett Terrence McGovern]?
76,2959,"Is [Hans von Bülow] getrouwd met de echtgenote van [Richard Wagner], getrouwd met [Cosima Wagner] en getrouwd met [Marie von Buelow]?"
77,2963,Is [Publius Vatinius] getrouwd met een echtgenoot van [Julius Caesar] en getrouwd met [Antonia] en [Pompeia]?
78,2967,"Trouwde [Telemachus] met [Polycaste], trouwde met [Nausicaa] en trouwde met de acteur van [femme fatale]?"
79,3023,"Speelde [Asterix op de Olympische Spelen] de vrouwelijke broer van [Cher Bono]&#39;s Spaanse echtgenoot en speelde [Tony Gaultier] , [Michael &quot;Bully&quot; Herbig] en [Jean-Pierre Cassel]?"
80,3026,Zijn [Joe DiMaggio] en [Kip Williams] getrouwd met [Liliane Gainsbourg] en getrouwd met [Karen Praxel]?
81,3055,"Speelde de medewerker van [Juilliard School] [Lucia Ashton] , [Violetta Valéry] , [Carmen] , [Rosina] en [Princess Turandot]?"
82,3083,Speelde [Don&#39;t Mess with an Angel] een Mexicaanse broer of zus van [Thalía] en schitteren [África Zavala] en [Maite Perroni]?
83,3194,Is de Canadese werknemer van [Harvard University] getrouwd met [Catherine Galbraith]?
84,3487,"Zijn [Alfred Wright, Jr.] , [Collier Young] , [Brian Aherne] en [William Dozier] getrouwd met een vrouwelijke Amerikaanse broer of zus van [Betty Washington Lewis]?"
85,3513,Trouwde [Butu] met de broer of zus van [Genghis Khan] en trouwde met [Temulin] en [Huochenbieji]?
86,3553,"Zijn de ouders van [Benjamin Keough] getrouwd met [Michael Lockwood] , [Danny Keough] , [Michael Jackson] en [Nicolas Cage]?"
87,3616,Speelde de broer of zus van [Gabriella Pavarotti] [Duke of Mantua]?
88,3621,"Is [Douglas Hamilton, 8e hertog van Hamilton] getrouwd met de acteur van de echtgenote van [Vitaly Markovich Primakov]?"
89,3662,"Zijn [Grace Shakerley] en [Mary Dacre] getrouwd met een broer of zus en ouder van [Mary Percy, Countess of Northumberland]?"
90,3704,Speelde [How I Met Your Mother] een ster van een medewerker van [Carnegie Mellon University] en [University of Illinois-systeem] en ster [Ralph Macchio] en [Bryan Cranston]?
91,3720,"Is de broer of zus van de echtgenoot van [Karel Alexander, Groothertog van Saksen-Weimar-Eisenach] getrouwd met [Prinses Marie van Pruisen] en [Prinses Amalia van Saksen-Weimar-Eisenach]?"
92,3795,"Speelden [Explosion] , [The Captain from Köpenick] en [The Last Laugh] de hoofdrol in de broer of zus van [Simone Inzaghi]?"
93,3971,Is de Nederlandse echtgenoot van [Willem III der Nederlanden] getrouwd met [Nelly van Doesburg] en [Jean Todt]?
94,3985,Heeft de Italiaanse acteur van [Cio-Cio-san (Madama Butterfly)] [Turandot] gespeeld?
95,4159,Is [George Lam] getrouwd met de Canadese echtgenote van de Chinese echtgenoot van [Ramses V]?
96,4162,Is de Duitse echtgenote van [Laura Fermi] getrouwd met [Minerva]?
97,4227,Is [Rachel Bilson] getrouwd met een Canadese broer of zus van een Canadese broer of zus van [Hayden Christensen]?
98,4263,Zijn [Konrad II Herzog von Schwaben] en [Alfonso IX van León] getrouwd met een broer of zus van [Blanche van Castilië]?
99,4267,Is [Germán Riesco] getrouwd met een broer of zus van [Sabine Haas] en getrouwd met [Charles XV van Zweden]?
100,4312,Speelde [The Dead Zone] een Canadese Britse echtgenote van [Patrick J. Adams]?
101,4768,Is de Chinese echtgenote van [keizerin Wanrong] getrouwd met [Wenxiu]?
102,4859,Speelde [Messi] de hoofdrol [Juan Luppi] en [Iñaki Mur] en speelde een Italiaanse werknemer van [Buhl Aircraft Company] en [France 3]?
103,4860,Is de echtgenote van [Alf Brustellin] getrouwd met [Phil Hay] en [Danny Keough]?
104,4915,Speelde [Live Free or Die Hard] een ouder van [Jenna Bush Hager] en ster [Bill Clinton]?
105,5088,"Trouwde [Publius Vatinius] met een vrouwelijke echtgenoot van [Julius Caesar], huwde [Pompeia] en huwde [Antonia]?"
106,5115,"Trouwde [Hans Albert Einstein] met de broer of zus van [David Shire], trouwde met [David Shire VI van Egypte] en trouwde met [Jutta Müller-Tamm]?"
107,5161,Is [Lexa Doig] getrouwd met een echtgenoot en broer of zus van [Lexa Doig IV Epiphanes]?
108,5170,Is [Albert Einstein] getrouwd met de echtgenoot en ouder van [David Rose]?
109,5208,Speelde [Unknown Chaplin] een vrouwelijke echtgenoot van [Michael Apted]?
110,5370,"Is [Ferdinand VII van Spanje] getrouwd met de broer of zus van [Pedro I van Brazilië] en getrouwd met [Prinses Maria Antonia van Napels en Sicilië] , [Maria Isabel van Braganza] en [Maria Christina van Twee Sicilies]?"
111,5379,"Zijn [Jeanne Mauchain] , [Ilse Karger] en [Christiane Fournier] getrouwd met de werknemer van [Juilliard School]?"
112,5570,Speelde de echtgenote van [Nausicaa]&#39;s echtgenote [femme fatale]?
113,5585,"Is [Carlos Saldanha] getrouwd met [graaf Almaviva] , getrouwd met [Bill Fleckenstein] en getrouwd met [Tom Mankiewicz]?"
114,5716,Speelde [Testament van Orpheus] de hoofdrol [Charles Aznavour] en de Franse medewerker van [UNICEF]?
115,5748,Is de vrouwelijke acteur van [femme fatale] getrouwd met [Telemachus]?
116,5754,Is [Vitalie Rimbaud] getrouwd met de ouder en broer van [Arthur Rimbaud]?
117,5911,Speelde de Italiaanse broer of zus van [Gabriella Pavarotti] [Rodolfo] en [Duke of Mantua]?
118,5919,Zijn de ouders van [Prinses Henriette van Schönaich-Carolath] getrouwd met [Wilhelm II] en [Johann Georg von Schöneich-Karolath]?
119,5970,Is [Cleopatra] getrouwd met een broer of zus en echtgenoot van een vrouwelijke broer of zus van [Ptolemaeus XIII Theos Philopator]?
120,6015,Is de vrouwelijke broer of zus van [David Marquand] getrouwd met [Yusif Eyvazov]?
121,6034,Heeft de vrouwelijke acteur van [Chun-Li] [Chun-Li] gespeeld?
122,6041,"Heeft [Waarheid in cijfers? Alles, Volgens Wikipedia] ster [Brdzola] &#39;s Britse werknemer?"
123,6068,Speelde [Geen label gedefinieerd] een Japanse echtgenote van [Kozue Kimura]?
124,6185,Speelde [Goal III: Taking on the World] een Italiaanse broer of zus van [Serge Hazanavicius]?
125,6292,Is [Gustavo Alatriste] getrouwd met [Ariadna Welter] en getrouwd met een Mexicaanse ouder van [Alejandra Guzmán]?
126,6306,Is [Bill Clinton] getrouwd met de Amerikaanse vrouwelijke werknemer van [University of Arkansas]?
127,6308,Is [Hostus Hostilius] getrouwd met de vrouwelijke echtgenoot van Romulus?
128,6316,Is [Erminia Ferrari] getrouwd met [Nino Manfredi] en getrouwd met de Italiaanse werknemer van [UNICEF]?
129,6323,Speelden [Crime and Punishment] en [Dreams of Russia] een echtgenoot van de ouder van [Arkady Vysotsky]?
130,6335,Speelde [Raumpatrouille] een Duitse broer of zus van [Brigitte Gastel Lloyd] en speelde [Wolfgang Völz]?
131,6373,Is [Attica] getrouwd met [Marcus Vipsanius Agrippa] en getrouwd met een mannelijke echtgenoot van [Julia de Oudere]?
132,6377,Is [Langley Lefroy] getrouwd met een Nederlandse werknemer van [United States Army Signal Corps]?
133,6383,Heeft de Duitse acteur van [Lohengrin] [Mario Cavaradossi] gespeeld?
134,6441,Is de Amerikaanse echtgenote van [Maggie Johnson] getrouwd met [Douglas Fairbanks] en [Claës Palme]?
135,6442,Is de Britse broer of zus van [Joe Carnahan] getrouwd met [Sitamun] en [Andrea Dotti]?
136,6445,Zijn [Cleopatra IV van Egypte] en [Cleopatra Selene van Egypte en Syrië] getrouwd met de mannelijke broer of zus van [Ptolemaeus X Alexander I] en zijn ze getrouwd met [Antiochus IX Cyzicenus]?
137,6466,Is de Brits-Nederlandse ouder van [Elizabeth Mary Mackay] getrouwd met [Charlotte Mary Younger]?
138,6477,"Is [Enrique Gómez Carrillo] getrouwd met [Raquel Meller], getrouwd met de echtgenote van [Antoine de Saint-Exupéry] en getrouwd met [Aurora Cáceres] en [Consuelo de Saint Exupéry]?"
139,6483,"Is [Elizabeth Hamilton] getrouwd met een broer of zus van [Richard von Weizsäcker] en getrouwd met [Henry Cecil, 1st Markies van Exeter] en [Constantijn I van Griekenland]?"
140,6493,Is [Nadia Benois] getrouwd met de Brits-Duitse werknemer van [MI5]?
141,6521,Speelde [Geen label gedefinieerd] de acteur van [Rosina]&#39;s mannelijke echtgenoot?
142,6630,"Zijn Statilia Messalina, Poppaea Sabina, Claudia Octavia, Sporus en Pythagoras met Nero getrouwd?"
143,6641,"Speelde [How I Met Your Mother] een ster van [Georgina Bloomberg] , ster [Michael Bloomberg] en ster [Zachary Gordon]?"
144,6663,Speelden [Mano Po 6: A Mother&#39;s Love] en [Mano Po] een broer of zus van [Claude Picasso]?
145,6829,Is [Eulalia Cáceres] getrouwd met de Spaans-Mexicaanse broer of zus van [Antonio Machado] en getrouwd met [Manuel Machado]?
146,6830,Heeft de Japanse acteur van [Chun-Li] [Meia Gisborn] gespeeld?
147,6904,Speelde [The Chronicle of Anna Magdalena Bach] de ster van de Nederlandse medewerker en ster [Nikolaus Harnoncourt] van [University of Music and Performing Arts Wenen]?
148,6908,"Is [Dick Haymes] getrouwd met [Rita Hayworth] , [Joanne Dru] , [Nora Eddington] en [Fran Jeffries] en getrouwd met een Spaanse echtgenote van [Edward C. Judson]?"
149,6957,Is [Boutros Boutros-Ghali] getrouwd met [Boutros Boutros-Ghali] en getrouwd met een Nederlandse werknemer van [Ludwig Maximilian Universiteit van München] en [Universiteit Leiden]?
150,7086,Is de mannelijke broer of zus van [Anthony Hickox] getrouwd met [Marion Frances Bosanquet] en [Anne Steptoe]?
151,7167,Heeft [Geen label gedefinieerd] de ster van het kind van [Federale Regering van de Verenigde Staten van Amerika]?
152,7175,Speelde [Bowling for Columbine] de hoofdrol in [Junior]?
153,7186,Is de acteur van [prinses Turandot] getrouwd met [Pippo Baudo] en [José Carreras]?
154,7197,Speelde [The Manchurian Candidate] de ster van [Louisa Gummer]&#39;s ouder en ster [John Bedford Lloyd]?
155,7302,"Hebben [Simon of the Desert] , [A Galician Dances the Mambo] en [The Exterminating Angel] de hoofdrol gespeeld in [Antonio Bravo] , in de hoofdrol van de Mexicaanse echtgenote van [Gustavo Alatriste] en in [Silvia Pinal]?"
156,7307,Speelde [Memoires van een Geisha] de ster van [Julia Urquidi]&#39;s Brits-Zweedse echtgenote en ster [Masakazu Yoshizawa]?
157,7320,"Is de vrouwelijke echtgenoot van [Michael Powell] getrouwd met [Peter Medak] , [Michael Lockwood] en [Danny Keough]?"
158,7338,Is de Mexicaanse werknemer van [Harvard University] getrouwd met [Rita Macedo]?
159,7610,"Speelde [The Last Mimzy] een ouder van [McAfee, LLC]?"
160,7684,"Is de broer of zus van [Ptolemaeus X Alexander I] getrouwd met [Ptolemaeus IX Lathyros] , [Antiochus VIII Grypus] , [Antiochus IX Cyzicenus] en [Antiochus X Eusebes]?"
161,7854,Speelde [Hijos del viento] een Mexicaanse medewerker van [Harvard University] en [Princeton University]?
162,7940,Zijn [Joachim Sauer] en [Ulrich Merkel] getrouwd met een vrouwelijke Duitse broer of zus van [Marcus Kasner]?
163,8196,Is [Giovanni Battista Meneghini] getrouwd met een vrouwelijke acteur van [Carmen] en [Princess Turandot]?
164,8280,Is [Georg Nikolaus von Nissen] getrouwd met een echtgenote van [Wolfgang Amadeus Mozart]?
165,8420,Is [Eliazbeth Fristan] getrouwd met een kind van [Church Mission Society]?
166,8439,Is de mannelijke echtgenoot van [Fadia] getrouwd met [Claës Palme]?
167,8443,Speelde [The Dictator] de hoofdrol [Megan Fox] en de werknemer van de ouder van [Judith Quiney]?
168,8495,Zijn de ouders van [Racer Rodriguez] getrouwd met [Uwe Römer]?
169,8553,"Speelde [How I Met Your Mother] ster [Michael Bloomberg] , ster [Universiteit van Halle-Wittenberg]&#39;s werknemer , ster [&quot;Weird Al&quot; Yankovic] en ster [Dennis Haskins] en [Bryan Cranston]?"
170,8571,"Speelde [The Good Wife] de ster van de Amerikaanse echtgenoot van [Verity Lambert] en ster [Corbin Bleu] , [Dorian Missick] , [John Shea] en [Bill Maher]?"
171,8578,"Speelden [Ja, Giorgio] de hoofdrol [Luciano Pavarotti] en [James Hong] , de medewerker van [Warner Bros.] en de acteur van [Rodolfo]?"
172,8632,Speelde [Homeland] de vrouwelijke acteur van [Éowyn]?
173,8692,Hebben [Geen label gedefinieerd] ster [Jūkichi Uno] en [Hiroshi Ishii] en ster van een echtgenoot van een Japanse echtgenoot van [Kyoko Natsume]?
174,8895,Is [Jenny Bergensten] getrouwd met de Zweedse werknemer van [Citizendium] en getrouwd met [Koningin Silvia van Zweden]?
175,8913,Speelde de echtgenote van [Willem III der Nederlanden] [Nick Wilde]?
176,8925,Speelde [The Education of Auma Obama] een ster van een broer of zus van [Barack Obama] en speelde [Auma Obama] en [Kezia Obama] de hoofdrol?
177,9002,Is de Zweedse echtgenote van [Siri von Essen] getrouwd met [Maria Christina van Twee Sicilies] en [Jean-Claude Brouillet]?
178,9008,"Is de Zweedse broer of zus van [Paul Britten Austin] getrouwd met [Ellen Bergman] , [Gun Bergman] en [Else Fisher]?"
179,9010,"Speelden [The Great Dictator] , [Mud and Sand] en [Limelight] een broer of zus van [Jirō Kaneko]?"
180,9121,"Speelden [Missie naar Moskou], [Capitalism: A Love Story] en [8 hoofden van waanzin] de ouders van de werknemer van [Collège de France]?"
181,9135,"Speelden [The Friends at the Margherita Cafe] en [Black and White] de hoofdrol [Katia Ricciarelli] en een acteur die [Lucia Ashton], [televisiepresentator] en [Meia Gisborn] speelde?"
182,9216,Is de Duitse echtgenote van [Harry Merkle] getrouwd met [Richard Wagner]?
183,9438,Is de Britse werknemer van [Technische Universiteit van Berlijn] getrouwd met [Kevin Kline]?
184,9600,Heeft [Flash] [Zerg] gespeeld?
185,9645,Trouwde [Cleopatra V of VI van Egypte] met de echtgenoot en ouder van [Cleopatra VI van Egypte] en trouwde met [Ptolemaeus XII Auletes]?
186,9646,"Zijn [Tiye] , [Iset] , [Henuttaneb] en [Gilukhipa] getrouwd met de ouder en echtgenoot van [Sitamun]?"
187,9661,Speelden [Cinematon] met [Stéphane Audran] en [Sergio Citti] en de Nederlandse echtgenote van [Thierry Fortineau]?
188,9662,Speelden [I Am Self Sufficient] de hoofdrol [Fabio Traversa] en [Paolo Flores d&#39;Arcais] en de broer of zus van de Italiaanse echtgenoot van [Walter Green]?
189,9733,"Heeft [Waarheid in cijfers? Alles, volgens Wikipedia] ster een Britse werknemer van [Fandom]?"
190,9751,Speelden [The Yes Men Are Revolting] en [Shine a Light] een echtgenoot van [Bill Clinton]?
191,9767,"Heeft [The Life and Times of Frida Kahlo] de hoofdrol gespeeld in de echtgenote van de Mexicaanse broer of zus van [Lena Herzog], in [Diego Rivera] en [Lila Downs] , en in [Rita Moreno]?"
192,9786,Is de Spaanse werknemer van [The Independent] getrouwd met [Hans Siemens] en [Patricia Llosa]?
193,9793,"Zijn [Kim So-yeon], [Anne Taschenmacher], [Hiltrud Schwetje] en [Doris Schröder-Köpf] getrouwd met een werknemer van [NM Rothschild &amp; Sons]?"
194,9817,"Hebben [Amour de pocket] en [Dangerous Liaisons] de hoofdrollen gespeeld in [Boris Vian], ster [Yves Barsacq] en [Jacques Hilling], en ster [Princeton University] &#39;s Franse werknemer?"
195,9831,"Zijn de ouder, broer of zus en echtgenoot van [Paris Jackson] getrouwd met [Tian Qing] en getrouwd met [Maathorneferure]?"
196,9838,"Is de mannelijke echtgenoot van [Álex de la Iglesia] getrouwd met [Fulvia], [Fadia] en [Claudius]?"
197,9847,"Speelden [Snowden] , [BB King: The Life of Riley] , [Sesamstraat] en [NCIS] de rol van de echtgenoot van [Sasha Obama]&#39;s ouders?"
198,9849,"Heeft [The Dictator] ster [JB Smoove] , ster [Infanta María de la Paz uit Spanje] , ster [Anna Faris] , ster [Chris Elliott] en ster [Carlton Cuse] gespeeld?"
199,9874,Speelden [Live Free or Die Hard] de hoofdrol [Andy Favreau] en [Yang Kaihui] en speelde een ouder van [Jenna Bush Hager]?
200,9884,Speelde [NCIS] de rol van de echtgenoot van [Tiffani Thiessen] en de echtgenoot van [Barack Obama]?
201,9888,"Heeft [The Good Wife] ster [Miriam Shor] , ster [Corey Stoll] en [Dallas Roberts] , ster [Bill Maher] en ster [Corbin Bleu] gespeeld?"
202,9899,"Speelde [Last Days of Mussolini] ster [Dwight D. Eisenhower] , ster [Benito Mussolini] , ster [John Stacy] en ster [Adolf Hitler]?"
203,9903,"Heeft [Homeland] ster [David Harewood] , ster [Rupert Friend] , en ster [Geen label gedefinieerd]&#39;s acteur?"
204,9910,"Heeft [Swing Vote] ster [George Lopez] , ster [Kevin Costner] , ster [Charles Esten] en [Willie Nelson] , en ster [Bill Maher] gespeeld?"
205,9953,Speelde [The Education of Auma Obama] de hoofdrol [Kezia Obama] en [Auma Obama] en speelde een broer of zus van [John Henson]?
206,10015,Is [Rhodos] getrouwd met een ouder van een acteur van [femme fatale] en getrouwd met [Helios]?
207,10018,"Is [Pierre Curie] getrouwd met een Franse werknemer van [Universiteit van Parijs] , [Sorbonne] en [Curie Institute]?"
208,10028,"Heeft [Geen label gedefinieerd] ster [Laurent Jalabert] , ster [Nicolas Jalabert]&#39;s Franse broer of zus , en ster [André Manoukian] , [Christophe Rossignon] en [Richard Sammel]?"
209,10037,Speelde [Dear America: Letters Home from Vietnam] de mannelijke echtgenoot van [Madonna]?
210,10168,Hebben [Geen label gedefinieerd] en [Geen label gedefinieerd] ster [Miroslav Nemec] en [Michael Fitz] en ster [Alice von Hildebrand]&#39;s Duitse echtgenoot?
211,10233,Deed de prequel van [NCIS] [Harrison Page]?
212,10240,Speelde de Duitse echtgenote van [Margarete Joswig] [Lohengrin] en [Mario Cavaradossi]?
213,10248,Speelde [The Education of Auma Obama] de hoofdrol in de broer of zus van [Malik Obama] en de broer van [Barack Obama]?
214,10406,Is [Marcus Vipsanius Agrippa] getrouwd met de echtgenote van [Nero]?
215,10433,Is de Amerikaanse broer of zus van [George Washington] getrouwd met [Mildred Thornton] en [Jane Champe]?
216,10466,Is [Bellona] met de ouder van [Romulus] getrouwd en met [Mars] getrouwd?
